ad_spend,impressions,clicks,conversions,engagement_score,roi,digital_waste,region,platform,category
1170.4,920229,9227,1746,0.88,1.07,0.76,Europe,Google Ads,Retail
6602.98,336032,7669,542,0.2,-0.3,0.72,Australia,Google Ads,Retail
751.86,607897,5884,1756,0.93,0.04,0.01,Asia,Google Ads,Education
6064.87,805509,4683,1685,0.67,2.37,0.51,Australia,Facebook,Retail
9432.19,782800,6046,1326,0.15,2.17,0.14,Europe,Instagram,Technology
5967.0,263973,5041,2867,0.68,1.46,0.87,South America,Instagram,Education
4187.61,293097,6367,922,0.98,0.88,0.87,North America,Google Ads,Education
6611.24,386826,7228,1134,0.16,1.53,0.42,Asia,Facebook,Education
4853.4,524257,2561,1535,0.6,1.36,0.44,South America,Google Ads,Finance
5683.36,864321,785,1337,0.77,1.21,0.3,Europe,YouTube,Finance
9443.92,689181,2260,2928,0.83,-0.32,0.72,Australia,Instagram,Finance
4167.98,440783,7131,2597,0.47,1.4,0.36,North America,LinkedIn,Healthcare
9631.31,125374,9859,1033,0.28,1.81,0.27,Asia,Google Ads,Technology
9100.83,559148,5441,1586,0.14,2.48,0.43,South America,YouTube,Education
2360.02,686555,138,1388,0.62,-0.47,0.09,South America,Instagram,Education
1158.93,611763,4975,1529,0.51,1.69,0.75,North America,Facebook,Finance
1457.39,494090,1356,1691,0.95,1.22,0.01,Australia,Instagram,Education
673.11,883698,7797,2007,0.15,0.8,0.64,Europe,Facebook,Education
1397.21,686787,2296,236,0.72,-0.12,0.18,Australia,Facebook,Retail
6988.56,897164,7265,1269,0.12,0.73,0.23,Australia,Google Ads,Education
1176.29,299227,401,882,0.25,0.56,0.64,Australia,Google Ads,Healthcare
3530.27,752406,7627,901,0.51,0.41,0.99,North America,Instagram,Finance
8526.32,853804,6481,1488,0.51,1.69,0.78,North America,YouTube,Technology
721.08,658074,746,1046,0.72,1.6,0.23,Europe,Instagram,Technology
8237.45,971568,8889,2267,0.92,1.27,0.18,Australia,LinkedIn,Retail
3177.62,542101,8953,2798,0.68,2.32,0.87,North America,Facebook,Technology
1622.57,41598,4430,406,0.96,0.55,0.44,Europe,Facebook,Technology
7119.0,515934,9660,1133,0.89,0.23,0.14,Europe,Google Ads,Finance
6474.96,792239,7103,2088,0.63,1.47,0.86,Australia,YouTube,Finance
8835.98,627394,3637,2955,0.85,0.1,0.82,Asia,Google Ads,Healthcare
7483.17,299226,4658,658,0.68,0.45,0.98,Australia,LinkedIn,Retail
8133.07,825673,6679,338,0.17,0.17,0.91,Asia,Instagram,Technology
3179.33,237286,8574,1492,0.77,-0.29,0.85,Europe,Instagram,Healthcare
2185.68,447785,9778,961,0.19,1.98,0.05,North America,YouTube,Retail
7630.84,21745,4182,2015,0.63,0.26,0.1,South America,Google Ads,Technology
8164.93,822461,4283,2026,0.73,0.92,0.57,Europe,Google Ads,Technology
9909.8,154097,8752,2678,0.16,-0.37,0.53,North America,LinkedIn,Finance
4419.87,242732,3854,1888,0.31,1.6,0.46,Europe,Instagram,Education
4034.17,919827,1824,1206,0.92,0.49,0.4,Australia,Google Ads,Retail
7875.92,679648,1476,1782,0.65,1.73,0.43,Asia,YouTube,Technology
3737.63,623474,8806,171,0.32,0.74,0.57,Europe,Instagram,Retail
9342.19,934044,8994,1761,0.72,0.09,0.0,North America,LinkedIn,Healthcare
8654.92,894200,1753,785,0.64,1.04,0.26,Australia,YouTube,Healthcare
4575.44,223030,2166,1837,0.55,-0.11,0.52,South America,Facebook,Education
7633.28,734238,122,2331,0.98,0.82,0.72,Australia,LinkedIn,Technology
7668.16,576134,2560,1061,0.72,0.45,0.17,Asia,YouTube,Finance
1479.68,348076,6026,2383,0.44,2.24,0.55,Australia,Google Ads,Technology
9074.25,158554,6351,949,0.82,-0.32,0.71,South America,Facebook,Retail
5299.9,295555,9596,549,0.9,1.58,0.44,North America,LinkedIn,Healthcare
8351.35,454191,7395,2545,0.21,0.05,0.03,Europe,Google Ads,Retail
3540.47,463761,3400,831,0.28,0.46,0.45,Asia,Facebook,Education
9007.47,515518,6379,1471,0.29,0.75,0.3,South America,Instagram,Healthcare
4197.42,350941,8653,1098,0.72,2.22,0.93,Asia,Google Ads,Finance
602.96,324451,7453,365,0.64,0.23,0.12,Australia,YouTube,Healthcare
9101.13,930597,3827,244,0.66,-0.23,0.65,Asia,LinkedIn,Technology
1367.22,294186,6372,2284,0.95,0.46,0.05,South America,Facebook,Technology
3533.48,587218,6095,1558,0.8,-0.19,0.45,Europe,Google Ads,Healthcare
9525.59,782944,9576,2106,0.22,-0.11,0.55,Europe,Instagram,Education
9530.77,447629,614,127,0.41,1.22,0.3,Asia,LinkedIn,Technology
5947.66,778747,548,2111,0.49,-0.32,0.46,North America,LinkedIn,Technology
6502.45,234695,6119,1683,0.46,-0.41,0.16,Asia,Google Ads,Finance
4760.23,894315,5443,2622,0.7,1.64,0.3,Australia,Instagram,Healthcare
3285.5,305900,8133,1077,0.9,0.58,0.62,Europe,Facebook,Technology
3622.31,63268,2620,2110,0.38,-0.12,0.3,Europe,Google Ads,Education
6888.93,442430,3181,567,0.6,0.26,0.9,Europe,Facebook,Retail
7647.56,222943,1528,1825,0.81,1.43,0.63,North America,LinkedIn,Healthcare
8020.0,793204,4067,2015,0.47,0.33,0.44,North America,Facebook,Finance
8001.37,431818,6545,2925,0.25,0.98,0.04,South America,Instagram,Technology
1366.46,718691,9214,407,0.53,-0.13,0.5,Asia,YouTube,Education
5196.99,583189,2259,684,0.15,1.26,0.76,Asia,Instagram,Healthcare
1046.81,372130,5232,396,0.95,0.45,0.27,Australia,Facebook,Education
5720.52,204488,2647,2168,0.17,1.38,0.81,Europe,Google Ads,Education
4694.54,697556,3079,2671,0.49,1.93,0.25,North America,LinkedIn,Finance
8933.19,400530,2749,2074,0.58,1.33,0.82,Australia,YouTube,Healthcare
3833.69,802058,8605,893,0.99,0.39,0.09,Australia,Google Ads,Technology
1612.14,672784,3183,550,0.25,0.27,0.87,North America,Google Ads,Finance
1858.42,809289,1137,180,0.2,0.48,0.5,Asia,Instagram,Technology
7734.35,251531,3589,2466,0.11,-0.01,0.3,Europe,Facebook,Retail
6373.07,256693,7704,749,0.24,0.04,0.27,Asia,Instagram,Education
1460.67,947486,7644,1411,0.29,1.87,0.43,Australia,Facebook,Retail
1299.01,929484,2734,2915,0.67,0.65,1.0,Europe,Instagram,Education
7159.21,713650,4083,2287,0.3,0.81,0.22,South America,Google Ads,Finance
1191.25,560719,1878,128,0.12,1.28,0.1,Australia,LinkedIn,Technology
8307.67,881408,8002,2841,0.84,1.27,0.59,Asia,Facebook,Technology
7209.3,248360,5210,2522,0.43,-0.3,0.49,Asia,YouTube,Finance
1272.81,354855,5289,2161,0.42,1.99,0.52,Asia,YouTube,Healthcare
1305.96,517403,7478,2755,0.37,0.03,0.67,North America,Google Ads,Retail
9873.08,36385,1224,2005,0.98,1.67,0.27,Australia,Instagram,Retail
4055.57,441374,797,1715,0.25,1.82,0.91,Europe,Instagram,Technology
4021.1,426235,2279,1732,0.91,1.64,0.44,Asia,Google Ads,Technology
8221.6,290783,9696,2232,0.8,1.24,0.13,Asia,YouTube,Technology
9498.86,95530,5351,2802,0.17,-0.46,0.74,North America,YouTube,Finance
9867.01,765271,9335,1707,0.99,0.58,0.64,Europe,Instagram,Healthcare
7657.09,293707,2029,1454,0.34,1.31,0.32,Australia,Facebook,Retail
4074.47,966845,1113,1769,0.19,0.66,0.62,South America,LinkedIn,Education
1293.26,387816,326,1534,0.85,2.09,0.22,North America,Facebook,Finance
7882.9,933280,7421,674,0.74,0.43,0.44,Australia,YouTube,Retail
5804.84,439660,1928,42,0.66,0.38,0.9,South America,Facebook,Healthcare
4530.11,996420,8009,2112,0.24,0.3,0.13,Asia,LinkedIn,Finance
9110.37,411927,5688,2576,0.53,0.5,0.39,Asia,Facebook,Retail
1556.38,739678,2123,2813,0.8,1.17,0.82,Europe,Facebook,Finance
5179.94,355114,5066,2069,0.37,1.62,0.97,South America,Facebook,Retail
607.86,253373,5991,1561,0.38,1.49,0.45,Asia,Facebook,Retail
4952.28,357697,1180,729,0.1,1.92,0.51,Asia,Google Ads,Healthcare
1034.88,171779,5136,2612,0.26,2.16,0.57,Europe,YouTube,Education
1628.77,180182,2663,2430,0.89,1.95,0.93,Australia,LinkedIn,Healthcare
1616.5,727148,3392,493,0.5,-0.44,0.86,Asia,YouTube,Retail
6667.5,617167,3686,982,0.99,1.71,0.17,North America,Google Ads,Finance
7587.43,966331,4531,2680,0.46,0.13,0.44,North America,Google Ads,Healthcare
6042.0,248260,6941,316,0.74,-0.1,0.46,Australia,Google Ads,Education
9640.64,933159,6743,466,0.35,1.42,0.79,South America,Google Ads,Retail
4061.27,841291,4059,2217,0.43,0.46,0.6,Europe,Facebook,Healthcare
3214.26,981129,261,340,0.27,-0.33,0.65,North America,YouTube,Healthcare
8751.69,848530,693,2833,0.41,-0.09,1.0,North America,Instagram,Healthcare
2624.16,680611,3490,234,0.59,-0.5,0.07,Australia,LinkedIn,Healthcare
9650.61,656701,6097,2786,0.99,2.21,0.22,South America,Google Ads,Finance
615.47,796958,6454,1489,0.7,-0.43,0.41,South America,YouTube,Education
9713.85,340904,763,1092,0.28,0.13,0.35,Australia,Google Ads,Education
910.02,57837,9424,653,0.14,0.75,0.02,North America,Google Ads,Retail
8965.86,528349,641,625,0.21,0.57,0.09,Europe,Google Ads,Technology
5513.16,794838,5533,204,0.61,2.24,0.68,North America,Google Ads,Finance
9933.17,807968,5193,498,0.79,-0.38,0.88,South America,Google Ads,Retail
1201.07,562829,967,2214,0.95,1.04,0.51,North America,LinkedIn,Retail
5761.62,89083,8723,2667,0.11,1.54,0.54,Europe,YouTube,Healthcare
9708.37,978531,5569,1259,0.57,2.3,0.26,Asia,Google Ads,Technology
5469.43,568819,6356,2469,0.52,1.36,0.77,North America,Google Ads,Technology
6479.29,280856,9498,1112,0.69,1.91,0.75,Australia,Google Ads,Finance
7109.61,376245,1269,1157,0.6,-0.25,0.59,Asia,Google Ads,Technology
4818.14,861887,930,2528,0.72,0.66,0.21,Australia,Facebook,Retail
6461.8,609032,1751,1251,0.69,0.62,0.1,Australia,Facebook,Technology
6050.99,787147,1236,525,0.21,2.16,0.06,Australia,Instagram,Technology
9061.0,664037,2910,1635,0.82,-0.05,0.59,North America,Google Ads,Education
931.74,801541,8767,1137,0.21,-0.04,0.83,South America,Instagram,Retail
3169.15,845700,9618,402,0.73,0.49,0.86,Asia,LinkedIn,Technology
9528.91,766097,1119,640,0.47,-0.34,0.46,Europe,Instagram,Technology
8957.51,851047,5337,1857,0.56,0.05,0.78,South America,YouTube,Healthcare
4828.74,616791,1383,2665,0.91,2.4,0.95,North America,Facebook,Technology
6391.26,264346,759,989,0.9,0.78,0.28,Australia,Facebook,Technology
3135.12,957263,2110,443,0.84,1.4,0.4,Europe,Google Ads,Education
2287.15,619996,8690,2597,0.56,1.68,0.93,Asia,Google Ads,Retail
4905.13,725472,1833,287,0.76,0.6,0.34,South America,LinkedIn,Finance
3856.85,636759,2225,242,0.56,-0.06,0.91,South America,LinkedIn,Retail
6044.73,788513,2271,1562,0.88,0.12,0.98,Europe,YouTube,Healthcare
1238.48,167661,8366,1604,0.46,0.44,0.66,North America,Google Ads,Retail
9756.75,695375,3571,1123,0.97,1.41,0.82,Asia,Google Ads,Technology
9869.0,170081,9128,2419,0.94,0.69,0.75,Europe,LinkedIn,Healthcare
7132.54,879741,5724,35,0.77,-0.48,0.7,Australia,LinkedIn,Retail
5592.92,398590,8791,1427,0.35,1.07,0.31,Asia,LinkedIn,Healthcare
3440.51,727406,8429,2564,0.22,2.26,0.06,South America,Facebook,Finance
8231.05,903093,2197,2324,0.87,1.94,0.34,Europe,Instagram,Retail
7004.95,691503,5168,470,0.25,1.98,0.67,South America,Instagram,Technology
2044.86,16154,6497,2513,0.87,1.89,0.1,South America,Google Ads,Healthcare
9153.81,687164,2857,1101,0.54,0.47,0.01,South America,Facebook,Education
8314.1,969192,4020,1016,0.47,1.8,0.14,North America,LinkedIn,Healthcare
9523.1,74288,8286,2920,0.91,-0.07,0.72,South America,Google Ads,Education
7394.34,61195,2000,2004,0.64,1.47,0.97,Australia,Facebook,Technology
6327.44,292725,2710,500,0.62,1.42,0.98,Australia,YouTube,Finance
4473.31,455864,7000,1082,0.6,-0.42,0.49,Asia,Facebook,Education
9360.92,302231,1549,2621,0.43,1.86,0.87,South America,Google Ads,Finance
8727.61,715290,8838,225,0.81,2.21,0.74,South America,Instagram,Healthcare
929.58,174053,5117,1733,0.33,0.3,0.5,Europe,LinkedIn,Technology
750.49,603586,8099,1602,0.95,1.94,0.57,North America,YouTube,Education
4076.4,842599,6152,2616,0.9,-0.25,0.14,Asia,Facebook,Healthcare
8200.26,740664,2196,168,0.4,1.3,0.94,South America,Google Ads,Retail
9879.12,446624,8995,2546,0.76,0.96,0.35,Europe,Google Ads,Healthcare
1928.96,49499,6504,695,0.62,1.14,0.45,North America,LinkedIn,Finance
6144.24,397960,9917,2851,0.4,2.28,0.67,Asia,Google Ads,Technology
4118.46,455485,3431,1786,0.99,2.11,0.33,Asia,Google Ads,Technology
9714.19,703919,7562,2062,0.12,1.86,0.25,South America,LinkedIn,Healthcare
8500.13,255198,5205,1853,0.33,0.32,0.63,Asia,YouTube,Retail
8464.12,477535,3078,2418,0.57,2.24,0.02,Europe,Instagram,Finance
4952.59,777285,2939,2516,0.57,-0.21,0.72,Asia,Instagram,Healthcare
4440.79,630635,3484,2305,0.63,2.06,0.51,Australia,Facebook,Healthcare
3097.37,320931,785,1599,0.78,0.48,0.61,Europe,YouTube,Technology
1035.57,307632,7631,1706,0.66,-0.34,0.63,North America,Facebook,Finance
8714.86,346585,4383,2479,0.64,1.51,0.53,North America,Instagram,Retail
8222.56,740023,7836,1956,0.15,0.19,0.58,South America,LinkedIn,Technology
9997.32,32431,7810,2072,0.44,0.23,0.68,South America,Google Ads,Healthcare
9968.05,333825,1719,2793,0.31,0.42,0.75,Australia,Instagram,Technology
5776.6,204555,6968,1155,0.34,-0.31,0.73,North America,YouTube,Technology
7805.38,657008,1531,2334,0.6,0.03,0.87,North America,Instagram,Education
9475.27,583441,9167,1591,0.28,-0.48,0.19,North America,YouTube,Technology
8571.65,278512,4813,2510,0.36,0.84,0.4,North America,YouTube,Technology
2849.81,954928,9657,2655,0.31,-0.25,0.95,Asia,YouTube,Finance
4780.17,908792,9535,2503,0.95,1.55,0.4,Europe,Facebook,Technology
1727.01,186076,5098,2267,0.95,0.21,0.12,Europe,LinkedIn,Retail
9563.48,229724,262,2771,0.65,2.33,0.53,Australia,Instagram,Healthcare
6258.66,909187,2074,2359,0.93,2.11,0.11,Asia,LinkedIn,Finance
2672.11,591273,3391,1942,0.81,0.37,0.2,North America,Google Ads,Technology
6881.16,846501,8561,1767,0.63,1.85,1.0,North America,Instagram,Retail
6372.22,324470,731,2060,0.11,1.91,0.54,South America,LinkedIn,Healthcare
3902.55,643025,1005,999,0.8,2.46,0.28,South America,LinkedIn,Finance
1578.8,746421,2114,1551,0.73,1.29,0.99,Australia,Google Ads,Retail
6879.95,688758,9933,1126,0.65,-0.25,0.97,North America,YouTube,Technology
5442.92,763753,7996,2577,0.78,1.44,0.44,Australia,Instagram,Education
7837.02,60861,304,502,0.56,1.37,0.26,Asia,Instagram,Education
5441.55,348041,681,629,0.73,1.42,0.84,Europe,Google Ads,Finance
8595.72,222977,5775,2388,0.94,0.42,0.72,North America,YouTube,Retail
5743.11,661406,9132,2390,0.44,2.08,0.69,Asia,Instagram,Healthcare
5828.91,865009,5447,2107,0.74,2.38,0.89,North America,Instagram,Retail
8828.21,731001,2743,1556,0.53,0.15,0.69,South America,Instagram,Education
4333.09,19078,8117,872,0.71,-0.24,0.28,Australia,YouTube,Finance
1773.14,952507,2397,1701,0.79,0.08,0.69,South America,Google Ads,Technology
773.44,334912,974,1615,0.14,1.96,0.31,Europe,Instagram,Retail
7673.8,585335,5660,2329,0.68,1.53,0.76,South America,LinkedIn,Education
6392.94,868058,789,589,0.3,1.41,0.62,North America,YouTube,Healthcare
7188.76,854092,4100,1900,0.7,0.71,0.08,South America,Facebook,Finance
2523.16,769746,9714,1285,0.52,1.23,0.51,North America,Google Ads,Technology
1795.53,977290,771,2617,0.8,0.42,0.34,Europe,LinkedIn,Retail
638.17,405141,8027,2753,0.21,0.93,0.33,South America,Instagram,Healthcare
3830.58,225048,1271,1865,0.66,1.88,0.6,Australia,Facebook,Technology
6104.22,770581,5691,2503,0.35,2.44,0.32,Australia,Google Ads,Education
4226.32,652120,9235,1365,0.87,2.3,0.78,Australia,YouTube,Education
4656.01,926838,6442,1172,0.94,2.3,0.07,South America,Facebook,Healthcare
9089.51,659438,1549,366,1.0,0.71,0.66,South America,Facebook,Education
3808.43,167087,2639,1634,0.82,0.91,0.81,South America,LinkedIn,Finance
5382.9,43320,4059,2331,0.78,1.62,0.67,North America,Google Ads,Healthcare
7944.7,337025,6385,2016,0.29,2.27,0.5,Europe,LinkedIn,Education
4267.16,625115,5532,2368,0.4,-0.07,0.95,Australia,LinkedIn,Retail
6409.82,523287,4360,879,0.52,0.41,0.3,North America,Instagram,Education
8692.46,374359,2461,895,0.8,-0.08,0.02,Australia,YouTube,Finance
9520.45,953793,6264,2011,0.92,1.34,0.43,North America,Facebook,Technology
1897.2,269931,3770,2211,0.27,0.42,0.03,South America,Google Ads,Technology
9302.58,930893,1853,1423,0.93,0.48,0.95,Australia,YouTube,Education
5175.1,953187,8200,1293,0.73,-0.29,0.21,South America,YouTube,Technology
2953.32,416845,2038,629,0.65,0.55,0.79,Australia,Google Ads,Education
4861.79,857982,8662,892,0.28,2.09,0.77,Asia,YouTube,Finance
9810.31,559114,6076,806,0.15,0.2,0.22,North America,Instagram,Technology
5179.87,110734,6688,2182,0.61,1.59,0.62,Asia,YouTube,Retail
3623.14,167702,8716,1306,0.69,1.39,0.05,North America,Instagram,Education
6517.31,764122,6404,628,0.29,2.09,0.48,Europe,Facebook,Technology
2781.38,187235,7445,1844,0.6,-0.1,0.01,Australia,Facebook,Finance
1220.7,108511,7975,254,0.87,2.43,0.92,Europe,LinkedIn,Finance
1724.36,993939,9186,2905,0.85,1.25,0.98,Europe,Instagram,Retail
1716.44,283797,6733,2507,0.93,2.49,0.22,North America,Facebook,Finance
1943.08,693321,697,939,0.43,2.23,0.21,Asia,YouTube,Finance
1818.86,616229,3162,1280,0.39,0.16,0.75,South America,Google Ads,Technology
6588.31,739497,2436,529,0.77,-0.33,0.25,North America,Google Ads,Education
2227.86,830094,9979,2419,0.49,0.27,0.9,South America,Instagram,Healthcare
3783.84,108818,672,17,0.18,1.08,0.57,Europe,LinkedIn,Finance
9019.49,983950,7621,2535,0.35,0.01,0.35,South America,YouTube,Finance
5002.64,162360,6271,2029,0.48,0.0,0.83,Asia,Instagram,Healthcare
6841.8,787915,7197,504,0.36,0.89,0.49,North America,Google Ads,Finance
2137.04,629369,2190,1639,0.4,-0.4,0.91,Asia,Instagram,Technology
2326.75,571165,6666,2890,0.36,-0.13,0.93,Asia,YouTube,Technology
888.25,383706,4724,1072,0.14,0.75,0.17,North America,Facebook,Healthcare
2104.88,942817,1733,2650,0.67,-0.31,0.0,Asia,YouTube,Finance
3146.61,221957,1617,196,0.64,0.69,0.98,Australia,Facebook,Finance
2181.6,82715,3748,2811,0.69,0.92,0.91,Australia,Facebook,Education
1342.67,151398,1637,1887,0.27,0.85,0.06,Australia,Facebook,Finance
1646.04,644379,3237,2150,0.37,2.11,0.83,South America,Instagram,Technology
4877.4,529052,7085,95,0.66,1.09,0.46,Asia,Google Ads,Retail
2460.17,142632,197,146,0.64,0.9,0.26,North America,Instagram,Retail
3960.56,875580,3850,2478,0.56,0.73,0.88,North America,Google Ads,Retail
5282.46,93186,8635,2131,0.42,1.95,0.2,South America,YouTube,Retail
7058.75,954249,8274,1646,0.92,2.19,0.95,North America,LinkedIn,Finance
873.47,697250,8203,2228,0.41,2.06,0.21,Australia,YouTube,Finance
8094.4,161094,5513,1761,0.51,1.52,0.61,Asia,Instagram,Education
6465.05,920061,4766,2227,0.71,-0.09,0.22,North America,Instagram,Finance
1276.71,980083,710,1797,0.59,0.33,0.55,North America,Google Ads,Retail
8799.0,604604,1827,881,0.41,-0.36,0.68,Europe,Instagram,Healthcare
9248.29,38380,1954,2379,0.49,2.29,0.19,Europe,Facebook,Healthcare
1080.24,644486,5155,2513,0.82,1.48,0.52,Europe,Instagram,Technology
3130.34,274500,2424,953,0.35,1.74,0.47,Asia,Google Ads,Technology
8158.91,80326,9469,1636,0.23,0.43,0.07,Australia,Google Ads,Finance
7608.47,888879,9383,2847,0.38,2.04,0.82,Australia,Facebook,Healthcare
2252.95,649282,5874,2670,0.86,0.28,0.34,Australia,Google Ads,Retail
2488.82,230971,6619,2946,0.18,-0.5,0.57,Asia,LinkedIn,Retail
4019.48,816481,1849,358,0.99,0.63,0.51,Asia,YouTube,Retail
5102.97,478933,881,1686,0.59,1.21,0.51,Europe,Instagram,Finance
6373.42,901793,7648,1206,0.99,0.94,0.11,North America,LinkedIn,Finance
4004.68,812514,6923,19,0.95,2.09,0.42,South America,Instagram,Education
4894.08,797093,2205,2797,0.51,-0.18,0.45,South America,LinkedIn,Retail
7600.97,178484,3967,1471,0.28,1.16,0.73,North America,Instagram,Retail
848.49,799352,7293,676,0.25,1.04,0.84,Europe,Facebook,Finance
2898.15,494410,5076,2603,0.32,0.34,0.54,North America,Google Ads,Finance
7276.82,779666,2213,1532,0.74,1.97,0.09,North America,Google Ads,Education
9004.46,987819,5979,2186,0.35,1.76,0.24,South America,Facebook,Education
5360.94,351705,4070,610,0.41,1.7,0.16,Europe,LinkedIn,Technology
5555.08,805378,9359,2662,0.5,2.13,0.12,Asia,YouTube,Healthcare
1518.13,235314,7364,336,0.92,1.67,0.37,South America,LinkedIn,Retail
4750.42,448716,1677,989,0.27,0.2,0.23,Asia,Google Ads,Retail
5559.86,769900,9303,2461,0.1,1.62,0.22,Europe,YouTube,Education
2803.47,812741,2374,638,0.15,0.42,0.05,North America,Instagram,Education
3057.81,589518,4969,1639,0.91,0.23,0.02,Australia,YouTube,Technology
4084.2,908254,6844,2775,0.68,-0.28,0.1,Australia,LinkedIn,Healthcare
690.68,501872,2526,283,0.35,1.73,0.17,Europe,Facebook,Technology
3559.75,526998,5646,694,0.26,1.63,0.43,Australia,Instagram,Healthcare
2508.76,957531,6952,125,0.36,0.2,0.51,Asia,LinkedIn,Retail
3611.22,529984,2651,870,0.2,1.75,0.14,Australia,Instagram,Technology
1637.74,475757,6511,2013,0.95,2.25,0.42,Europe,YouTube,Education
8960.01,384484,107,702,0.81,-0.18,0.34,Europe,Google Ads,Technology
6139.13,518062,8187,1115,0.52,0.2,0.18,Asia,LinkedIn,Technology
6951.47,593609,2655,2381,0.88,1.75,0.01,Australia,Facebook,Retail
7997.13,142028,575,2171,0.32,0.32,0.47,Australia,YouTube,Education
5235.2,241447,5516,1802,0.75,1.37,0.69,North America,LinkedIn,Education
1325.74,870563,8776,163,0.87,-0.26,0.23,South America,Facebook,Finance
5602.51,451124,7339,1910,0.42,0.86,0.13,Europe,LinkedIn,Finance
6074.99,822395,6810,1437,0.78,1.72,0.89,North America,YouTube,Finance
7581.68,636045,5100,1299,0.37,1.56,0.28,Europe,LinkedIn,Retail
4600.77,442659,4754,324,0.37,1.95,0.22,North America,Instagram,Technology
1712.01,895691,8178,1074,0.2,2.13,0.86,South America,YouTube,Education
3195.87,311207,6163,114,0.5,1.82,0.82,North America,LinkedIn,Education
3949.28,386369,2385,1934,0.76,1.51,0.45,Europe,Google Ads,Technology
6636.21,388544,5323,1923,0.95,-0.4,0.49,Australia,LinkedIn,Education
5922.39,352962,7071,1226,0.64,1.1,0.22,Europe,Instagram,Technology
3882.92,276847,3625,1434,0.88,-0.39,0.08,Asia,Facebook,Retail
9871.89,730488,2922,2411,0.84,1.92,0.57,Asia,Facebook,Retail
6254.86,606387,5043,1782,0.26,0.46,0.1,Asia,Facebook,Retail
2753.65,429065,6630,1970,0.54,1.19,0.45,Asia,Google Ads,Technology
1466.93,697220,358,2790,0.21,0.34,0.94,South America,Instagram,Technology
1952.16,41585,382,1613,0.71,1.85,0.95,Australia,YouTube,Healthcare
2836.6,425231,1998,718,0.95,2.16,0.24,Australia,Facebook,Education
2026.47,577873,4235,660,0.22,0.7,0.62,Europe,Instagram,Education
2272.39,299102,6729,2881,0.76,2.09,0.47,North America,LinkedIn,Healthcare
3208.4,298161,3300,956,0.67,0.3,0.88,Europe,Google Ads,Healthcare
2147.05,396821,5210,670,0.63,1.1,0.27,Europe,Instagram,Retail
9019.27,972854,7267,2156,0.45,2.08,0.0,Europe,Instagram,Healthcare
1262.22,939705,712,2645,0.42,0.48,0.16,Europe,YouTube,Technology
5482.86,825858,787,2339,0.14,2.36,0.35,Australia,Instagram,Finance
4398.77,289922,3790,2460,0.3,-0.13,0.32,North America,YouTube,Technology
9832.6,710601,8904,1142,0.11,-0.45,0.79,Europe,Google Ads,Healthcare
1564.37,52229,2407,709,0.62,2.21,0.68,Australia,Google Ads,Education
4279.63,96652,7233,2256,0.2,-0.29,0.3,Europe,LinkedIn,Technology
9709.97,924699,6609,2048,0.89,2.48,0.46,Asia,YouTube,Education
8722.32,259474,6006,2384,0.57,2.35,0.1,Europe,YouTube,Technology
8262.18,713724,2691,2211,0.73,-0.09,0.9,Europe,Facebook,Education
2950.08,922935,7283,561,0.47,1.11,0.94,South America,Facebook,Technology
2123.43,270116,5348,414,0.6,0.05,0.98,Asia,LinkedIn,Education
6852.11,881310,8866,471,0.95,0.78,0.87,North America,Google Ads,Finance
9329.07,853488,5208,2189,0.17,-0.32,0.17,Europe,Facebook,Retail
5789.25,954994,3704,2848,0.33,0.17,0.05,North America,Instagram,Technology
5930.32,530985,769,883,0.8,0.59,0.58,Asia,Google Ads,Finance
3159.8,29975,4464,93,0.19,0.82,0.91,Europe,Instagram,Retail
7810.18,167795,7429,1432,0.17,2.43,0.18,South America,YouTube,Technology
2276.92,426495,1383,2811,0.43,1.92,0.01,Australia,Google Ads,Finance
3574.95,219373,1023,2685,0.18,1.71,0.81,South America,LinkedIn,Finance
4541.65,939065,1225,230,0.63,1.11,0.08,South America,YouTube,Finance
5322.3,207133,1629,2610,0.3,2.02,0.41,Australia,YouTube,Healthcare
2802.89,884829,9886,1401,0.91,0.52,0.68,Australia,Instagram,Education
1590.95,714513,8538,121,0.81,1.63,0.24,Australia,YouTube,Retail
6300.89,305286,3811,624,0.73,2.48,0.08,Europe,Facebook,Education
3241.99,823348,8104,1591,0.66,0.44,0.77,North America,Google Ads,Education
6021.76,598612,9852,2981,0.88,1.52,0.63,North America,Facebook,Education
1966.45,186037,6374,484,0.3,2.03,0.99,Australia,Instagram,Finance
5070.83,398076,3964,2893,0.89,2.25,0.34,South America,Instagram,Education
5559.6,670008,7933,1923,0.81,1.65,0.06,Asia,Google Ads,Healthcare
992.32,700493,6888,280,0.77,0.35,0.73,Australia,YouTube,Technology
3697.74,978181,326,2478,0.61,0.48,0.52,South America,LinkedIn,Finance
1776.94,630347,364,1930,0.32,-0.44,0.21,South America,Instagram,Retail
1102.06,632605,9687,2764,0.48,1.78,0.78,Europe,Google Ads,Technology
9904.62,735495,745,1400,0.81,-0.37,0.2,Europe,LinkedIn,Technology
3562.36,307190,7644,49,0.13,2.09,0.26,North America,YouTube,Technology
8193.81,450280,5669,1992,0.8,-0.14,0.09,North America,Instagram,Education
2919.09,111459,3090,2246,0.32,0.02,0.4,Asia,Google Ads,Education
6974.28,771985,2604,1003,0.23,0.93,0.42,Asia,Google Ads,Finance
7722.16,210422,9446,2022,0.2,1.71,0.51,Asia,Google Ads,Education
